0	0	0
1	0	0
1	0.4	0
1	1	0
0	1	0
0	0	1
0.501960784313725	0	1
1	1	1
0.215686274509804	0.611764705882353	0.627450980392157
0.435294117647059	0.894117647058824	0.250980392156863
0.949019607843137	0.823529411764706	0.298039215686275
0.0862745098039216	0.658823529411765	0.545098039215686
0.831372549019608	0.513725490196078	0.835294117647059
0.882352941176471	0.603921568627451	0.752941176470588
0.305882352941176	0.737254901960784	0.572549019607843
0.356862745098039	0.282352941176471	0.713725490196078
0.313725490196078	0.113725490196078	0.250980392156863
0.352941176470588	0.968627450980392	0.435294117647059
0.654901960784314	0.803921568627451	0.396078431372549
0.819607843137255	0.733333333333333	0.607843137254902
0.184313725490196	0.0862745098039216	0.529411764705882
0.184313725490196	0.733333333333333	0.0862745098039216
0.196078431372549	0.298039215686275	0.490196078431373
0.87843137254902	0.325490196078431	0.490196078431373
0.901960784313726	0.215686274509804	0.764705882352941
0.654901960784314	0.250980392156863	0.572549019607843
0.325490196078431	0.603921568627451	0.0352941176470588
0.976470588235294	0.129411764705882	0.952941176470588
0.0509803921568627	0.552941176470588	0.96078431372549
0.874509803921569	0.384313725490196	0.470588235294118
